Customer Name,Pricelist,FD/FILLIN,ARYO PCR,ARYO ST - GS,ARYO-TBR,ARYO - OTHER,ARS PCR,ARS ST - GS,ARS-TBR,SAFFIRO ST - COFO,ARS ST - COFO,TBR - OTHER,ST - OTHER,LCR,MB,LOC_CODE,SEND_TO,CC_S,BCC_S,NAME,HIDE_PRICING,CAPPED
TwinValleyTire,TwinValleyTire,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,VLK,Miked@twinvalleytire.com,zak@wtdus.com;Louise@wtdus.com;fillinorders@wtdus.com;Cbudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
NORTHEASTERNTIRE,NORTHEASTERNTIRE,FILL IN,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,V,ted@wtdus.com,Louise@wtdus.com;cbudiongan@wtdus.com;fillinorders@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
PATCO,PATCO,FILL IN,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,VLK,cadevilla@wtdus.com,ted@wtdus.com;Louise@wtdus.com;fillinorders@wtdus.com;Cbudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
MICTIRES,MICTIRES,FILL IN,N,N,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,VLK,,ted@wtdus.com;Louise@wtdus.com;fillinorders@wtdus.com;Cbudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
ROADRUNNER,ROADRUNNER,FILL IN,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,VLK,ted@wtdus.com,cadevilla@wtdus.com;Louise@wtdus.com;fillinorders@wtdus.com;Cbudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
MerajTire,MerajTire,FILL IN,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,VLK,info@excellenttire.com;meraj@mjtd.net;meraj_shayesteh@yahoo.com,sly@lockoffroadwheels.com;jhernandez@wtdus.com;Louise@wtdus.com;fillinorders@wtdus.com;Cbudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
BestValueTire,BestValueTire,FILL IN,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,VLK,Brett@bwheel.com,LOUISE@WTDUS.COM;jhernandez@wtdus.com;vahe@wtdus.com;fillinorders@wtdus.com;CBudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
UNITEDTIREANDWHEEL,UNITEDTIREANDWHEEL,FILL IN,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,VLK,joseramos@alpha-tires.com,louise@wtdus.com;fillinorders@wtdus.com;cbudiongan@wtdus.com;camille@wtdus.com;jmccullough@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
TIRESDIRECTIDAHO,TIRESDIRECTIDAHO,FD,Y,Y,Y,Y,N,N,N,Y,Y,Y,Y,Y,Y,VLK,camille@wtdus.com,fillinorders@wtdus.com;louise@wtdus.com;cbudiongan@wtdus.com;cadevilla@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
TIRESDIRECTKENT,TIRESDIRECTKENT,FD,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,VLK,camille@wtdus.com,fillinorders@wtdus.com;louise@wtdus.com;cbudiongan@wtdus.com;cadevilla@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
KANDM,K&MTIRE,FD,N,N,N,N,Y,N,N,N,N,Y,N,Y,N,V,,,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
SCHNEIDER,SCHNEIDERTIRE,FD,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,V,,,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
EXXPRESSTIRE,EXXPRESSTIRE,FILL IN,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,VLK,patrick.sgroi@exxpresstire.com,camille@wtdus.com;jhernandez@wtdus.com;Fillinorders@wtdus.com;Louise@wtdus.com;cbudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
J_ATTURO,J_ATTURO,FILL IN,Y,Y,Y,N,N,Y,N,N,N,Y,Y,Y,Y,VLK,mmathis@atturo.com;kbecker@atturo.com,camille@wtdus.com;wtd@wtdus.com;jhernandez@wtdus.com;Louise@wtdus.com;fillinorders@wtdus.com;Cbudiongan@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,Michael & Karl,N,Y
POINTSV2_1,POINTSV2,FILL IN,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,PS,markbaune@gillstire.com,Louise@wtdus.com;cbudiongan@wtdus.com;njobero@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
POINTSV2_2,POINTSV2,FILL IN,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,PS,tirepoker@aol.com,Louise@wtdus.com;cbudiongan@wtdus.com;njobero@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
POINTSV2_3,POINTSV2,FILL IN,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,PS,brandontracey@bayareatiremd.com,Louise@wtdus.com;cbudiongan@wtdus.com;njobero@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
POINTSV2_4,POINTSV2,FILL IN,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,PS,tony_bostic@coxinet.net,Louise@wtdus.com;cbudiongan@wtdus.com;njobero@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
POINTSV2_5,POINTSV2,FILL IN,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,PS,awws.dwikat.2017@gmail.com,Louise@wtdus.com;cbudiongan@wtdus.com;njobero@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
POINTSV2_6,POINTSV2,FILL IN,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,PS,rbruneel@bruneel.com,Louise@wtdus.com;cbudiongan@wtdus.com;njobero@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
POINTSV2_7,POINTSV2,FILL IN,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,PS,corey@christianautotire.com,Louise@wtdus.com;cbudiongan@wtdus.com;njobero@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
POINTSV2_8,POINTSV2,FILL IN,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,PS,corneliusbrandon@icloud.com,Louise@wtdus.com;cbudiongan@wtdus.com;njobero@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
POINTSV2_9,POINTSV2,FILL IN,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,PS,kriswoods@pointstire.com,Louise@wtdus.com;cbudiongan@wtdus.com;njobero@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
POINTSV2_10,POINTSV2,FILL IN,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,PS,david@davidsdiscounttire.com,Louise@wtdus.com;cbudiongan@wtdus.com;njobero@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
POINTSV2_11,POINTSV2,FILL IN,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,PS,kennethb@pointstire.com,Louise@wtdus.com;cbudiongan@wtdus.com;njobero@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
POINTSV2_12,POINTSV2,FILL IN,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,PS,forresttire@gmail.com,Louise@wtdus.com;cbudiongan@wtdus.com;njobero@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
POINTSV2_13,POINTSV2,FILL IN,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,PS,forreststire@gmail.com,Louise@wtdus.com;cbudiongan@wtdus.com;njobero@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
POINTSV2_14,POINTSV2,FILL IN,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,PS,greg@geitire.com,Louise@wtdus.com;cbudiongan@wtdus.com;njobero@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
POINTSV2_15,POINTSV2,FILL IN,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,PS,markbaune@gillstire.com,Louise@wtdus.com;cbudiongan@wtdus.com;njobero@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
POINTSV2_16,POINTSV2,FILL IN,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,PS,jessuppoints@gmail.com,Louise@wtdus.com;cbudiongan@wtdus.com;njobero@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
POINTSV2_17,POINTSV2,FILL IN,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,PS,skruse@mitchemtire.net,Louise@wtdus.com;cbudiongan@wtdus.com;njobero@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
POINTSV2_18,POINTSV2,FILL IN,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,PS,mike@simardautomotive.com,Louise@wtdus.com;cbudiongan@wtdus.com;njobero@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
POINTSV2_19,POINTSV2,FILL IN,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,PS,ryan.weld@tirefactorytc.com,Louise@wtdus.com;cbudiongan@wtdus.com;njobero@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
POINTSV2_20,POINTSV2,FILL IN,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,PS,jr.palomera@pascotirefactory.com,Louise@wtdus.com;cbudiongan@wtdus.com;njobero@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
POINTSV2_21,POINTSV2,FILL IN,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,PS,eddie.ulloa@pascotirefactory.com,Louise@wtdus.com;cbudiongan@wtdus.com;njobero@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
POINTSV2_22,POINTSV2,FILL IN,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,PS,sk.performancetire@gmail.com,Louise@wtdus.com;cbudiongan@wtdus.com;njobero@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
POINTSV2_23,POINTSV2,FILL IN,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,PS,americantire@leloffcorp.com,Louise@wtdus.com;cbudiongan@wtdus.com;njobero@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
POINTSV2_24,POINTSV2,FILL IN,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,PS,jencmstire@gmail.com,Louise@wtdus.com;cbudiongan@wtdus.com;njobero@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
POINTSV2_25,POINTSV2,FILL IN,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,PS,randyrobinson@gillstire.com,Louise@wtdus.com;cbudiongan@wtdus.com;njobero@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
POINTSV2_26,POINTSV2,FILL IN,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,PS,protire@outlook.com,Louise@wtdus.com;cbudiongan@wtdus.com;njobero@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
POINTSV2_27,POINTSV2,FILL IN,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,PS,jmqt65@gmail.com,Louise@wtdus.com;cbudiongan@wtdus.com;njobero@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
POINTSV2_28,POINTSV2,FILL IN,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,PS,ben@midwesttireomaha.com,Louise@wtdus.com;cbudiongan@wtdus.com;njobero@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
POINTSV2_29,POINTSV2,FILL IN,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,PS,rm@ramonscommercialtire.com,Louise@wtdus.com;cbudiongan@wtdus.com;njobero@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
POINTSV2_30,POINTSV2,FILL IN,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,PS,reevestire@gmail.com,Louise@wtdus.com;cbudiongan@wtdus.com;njobero@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
POINTSV2_31,POINTSV2,FILL IN,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,PS,rtajoplin@gmail.com,Louise@wtdus.com;cbudiongan@wtdus.com;njobero@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
POINTSV2_32,POINTSV2,FILL IN,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,PS,rto@wyoming.com,Louise@wtdus.com;cbudiongan@wtdus.com;njobero@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
POINTSV2_33,POINTSV2,FILL IN,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,PS,jeremy@stevesmithinc.com,Louise@wtdus.com;cbudiongan@wtdus.com;njobero@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
POINTSV2_34,POINTSV2,FILL IN,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,PS,Austin@stevesmithinc.com,Louise@wtdus.com;cbudiongan@wtdus.com;njobero@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
POINTSV2_35,POINTSV2,FILL IN,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,PS,melissa.bower@tirefactorytc.com,Louise@wtdus.com;cbudiongan@wtdus.com;njobero@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
POINTSV2_36,POINTSV2,FILL IN,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,PS,donley@tiretracksnwa.com,Louise@wtdus.com;cbudiongan@wtdus.com;njobero@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
POINTSV2_37,POINTSV2,FILL IN,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,PS,contact@myshopontop.com,Louise@wtdus.com;cbudiongan@wtdus.com;njobero@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
POINTSV2_38,POINTSV2,FILL IN,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,PS,bpreston@yournexttire.com,Louise@wtdus.com;cbudiongan@wtdus.com;njobero@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
POINTSV2_39,POINTSV2,FILL IN,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,PS,robjoyce1976@yahoo.com,Louise@wtdus.com;cbudiongan@wtdus.com;njobero@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
POINTSV2_40,POINTSV2,FILL IN,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,PS,nickvuko@points.com,Louise@wtdus.com;cbudiongan@wtdus.com;njobero@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
POINTSV2_41,POINTSV2,FILL IN,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,PS,dtgroupbilly@gmail.com,Louise@wtdus.com;cbudiongan@wtdus.com;njobero@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
POINTSV2_42,POINTSV2,FILL IN,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,PS,sterlingquality@pointstire.com,Louise@wtdus.com;cbudiongan@wtdus.com;njobero@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
POINTSV2_43,POINTSV2,FILL IN,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,PS,jagd05@yahoo.com,Louise@wtdus.com;cbudiongan@wtdus.com;njobero@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
POINTSV2_44,POINTSV2,FILL IN,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,PS,admin@simardautomotive.com,Louise@wtdus.com;cbudiongan@wtdus.com;njobero@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
POINTSV2_45,POINTSV2,FILL IN,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,PS,purchasing@pointstire.com,Louise@wtdus.com;cbudiongan@wtdus.com;njobero@wtdus.com,vjdelrosario@avatco.com;fmarcial@avatco.com,,N,Y
